Model,TBS1052C
-9.936e+00,0.0424
-9.920e+00,0.1224
-9.904e+00,0.124
-9.888e+00,0.124
-9.872e+00,0.1216
-9.856e+00,0.1248
-9.840e+00,0.1216
-9.824e+00,0.0432
-9.808e+00,0.0472
-9.792e+00,0.0456
-9.776e+00,0.044
-9.760e+00,0.044
-9.744e+00,0.0432
-9.728e+00,0.0448
-9.712e+00,0.0464
-9.696e+00,0.0448
-9.680e+00,0.044
-9.664e+00,0.0456
-9.648e+00,0.0448
-9.632e+00,0.0464
-9.616e+00,0.0456
-9.600e+00,0.0424
-9.584e+00,0.0448
-9.568e+00,0.0448
-9.552e+00,0.0464
-9.536e+00,0.0448
-9.520e+00,0.0448
-9.504e+00,0.0448
-9.488e+00,0.044
-9.472e+00,0.0456
-9.456e+00,0.0464
-9.440e+00,0.0432
-9.424e+00,0.048
-9.408e+00,0.044
-9.392e+00,0.0464
-9.376e+00,0.044
-9.360e+00,0.0488
-9.344e+00,0.048
-9.328e+00,0.0448
-9.312e+00,0.0448
-9.296e+00,0.0448
-9.280e+00,0.0488
-9.264e+00,0.0472
-9.248e+00,0.0432
-9.232e+00,0.0464
-9.216e+00,0.0456
-9.200e+00,0.0496
-9.184e+00,0.048
-9.168e+00,0.048
-9.152e+00,0.0432
-9.136e+00,0.0432
-9.120e+00,0.0472
-9.104e+00,0.0512
-9.088e+00,0.048
-9.072e+00,0.044
-9.056e+00,0.0432
-9.040e+00,0.0472
-9.024e+00,0.0496
-9.008e+00,0.0496
-8.992e+00,0.044
-8.976e+00,0.0456
-8.960e+00,0.044
-8.944e+00,0.0504
-8.928e+00,0.0456
-8.912e+00,0.0464
-8.896e+00,0.0464
-8.880e+00,0.044
-8.864e+00,0.0448
-8.848e+00,0.0448
-8.832e+00,0.0552
-8.816e+00,0.056
-8.800e+00,0.0552
-8.784e+00,0.056
-8.768e+00,0.0544
-8.752e+00,0.0424
-8.736e+00,0.044
-8.720e+00,0.0448
-8.704e+00,0.0464
-8.688e+00,0.0456
-8.672e+00,0.0464
-8.656e+00,0.044
-8.640e+00,0.0456
-8.624e+00,0.0448
-8.608e+00,0.0472
-8.592e+00,0.044
-8.576e+00,0.0432
-8.560e+00,0.0448
-8.544e+00,0.044
-8.528e+00,0.0448
-8.512e+00,0.0448
-8.496e+00,0.044
-8.480e+00,0.044
-8.464e+00,0.044
-8.448e+00,0.0456
-8.432e+00,0.0432
-8.416e+00,0.0456
-8.400e+00,0.0464
-8.384e+00,0.0448
-8.368e+00,0.0448
-8.352e+00,0.0448
-8.336e+00,0.044
-8.320e+00,0.0448
-8.304e+00,0.0448
-8.288e+00,0.0456
-8.272e+00,0.044
-8.256e+00,0.0432
-8.240e+00,0.0424
-8.224e+00,0.0448
-8.208e+00,0.044
-8.192e+00,0.0456
-8.176e+00,0.044
-8.160e+00,0.0432
-8.144e+00,0.0472
-8.128e+00,0.0448
-8.112e+00,0.044
-8.096e+00,0.0424
-8.080e+00,0.0448
-8.064e+00,0.0464
-8.048e+00,0.0464
-8.032e+00,0.044
-8.016e+00,0.0432
-8.000e+00,0.0432
-7.984e+00,0.0456
-7.968e+00,0.0456
-7.952e+00,0.044
-7.936e+00,0.0416
-7.920e+00,0.0456
-7.904e+00,0.048
-7.888e+00,0.0472
-7.872e+00,0.0472
-7.856e+00,0.0472
-7.840e+00,0.0464
-7.824e+00,0.0464
-7.808e+00,0.0456
-7.792e+00,0.0592
-7.776e+00,0.0608
-7.760e+00,0.0568
-7.744e+00,0.0584
-7.728e+00,0.0592
-7.712e+00,0.06
-7.696e+00,0.056
-7.680e+00,0.0552
-7.664e+00,0.056
-7.648e+00,0.0616
-7.632e+00,0.056
-7.616e+00,0.056
-7.600e+00,0.0576
-7.584e+00,0.06
-7.568e+00,0.0568
-7.552e+00,0.0552
-7.536e+00,0.0584
-7.520e+00,0.06
-7.504e+00,0.0576
-7.488e+00,0.056
-7.472e+00,0.0624
-7.456e+00,0.0616
-7.440e+00,0.0536
-7.424e+00,0.0568
-7.408e+00,0.0544
-7.392e+00,0.0584
-7.376e+00,0.056
-7.360e+00,0.056
-7.344e+00,0.0552
-7.328e+00,0.056
-7.312e+00,0.0584
-7.296e+00,0.056
-7.280e+00,0.0576
-7.264e+00,0.0568
-7.248e+00,0.0576
-7.232e+00,0.0552
-7.216e+00,0.0536
-7.200e+00,0.0448
-7.184e+00,0.0448
-7.168e+00,0.0448
-7.152e+00,0.0448
-7.136e+00,0.044
-7.120e+00,0.0448
-7.104e+00,0.044
-7.088e+00,0.0432
-7.072e+00,0.044
-7.056e+00,0.0432
-7.040e+00,0.0448
-7.024e+00,0.0424
-7.008e+00,0.0472
-6.992e+00,0.0456
-6.976e+00,0.0472
-6.960e+00,0.044
-6.944e+00,0.0456
-6.928e+00,0.1216
-6.912e+00,0.124
-6.896e+00,0.1216
-6.880e+00,0.1216
-6.864e+00,0.1232
-6.848e+00,0.1232
-6.832e+00,0.1256
-6.816e+00,0.1208
-6.800e+00,0.1248
-6.784e+00,0.044
-6.768e+00,0.044
-6.752e+00,0.0448
-6.736e+00,0.0464
-6.720e+00,0.044
-6.704e+00,0.044
-6.688e+00,0.044
-6.672e+00,0.048
-6.656e+00,0.044
-6.640e+00,0.0432
-6.624e+00,0.0464
-6.608e+00,0.044
-6.592e+00,0.044
-6.576e+00,0.0448
-6.560e+00,0.044
-6.544e+00,0.0448
-6.528e+00,0.0464
-6.512e+00,0.0464
-6.496e+00,0.0464
-6.480e+00,0.0432
-6.464e+00,0.044
-6.448e+00,0.0448
-6.432e+00,0.0432
-6.416e+00,0.0448
-6.400e+00,0.0424
-6.384e+00,0.0432
-6.368e+00,0.0464
-6.352e+00,0.0496
-6.336e+00,0.0472
-6.320e+00,0.0432
-6.304e+00,0.0464
-6.288e+00,0.048
-6.272e+00,0.052
-6.256e+00,0.0488
-6.240e+00,0.0456
-6.224e+00,0.044
-6.208e+00,0.0456
-6.192e+00,0.0496
-6.176e+00,0.048
-6.160e+00,0.0456
-6.144e+00,0.044
-6.128e+00,0.044
-6.112e+00,0.0496
-6.096e+00,0.0496
-6.080e+00,0.0472
-6.064e+00,0.0456
-6.048e+00,0.0456
-6.032e+00,0.0472
-6.016e+00,0.0488
-6.000e+00,0.048
-5.984e+00,0.0456
-5.968e+00,0.0472
-5.952e+00,0.0464
-5.936e+00,0.0496
-5.920e+00,0.0432
-5.904e+00,0.0464
-5.888e+00,0.044
-5.872e+00,0.044
-5.856e+00,0.044
-5.840e+00,0.0432
-5.824e+00,0.0464
-5.808e+00,0.044
-5.792e+00,0.0568
-5.776e+00,0.0528
-5.760e+00,0.0536
-5.744e+00,0.056
-5.728e+00,0.0456
-5.712e+00,0.0456
-5.696e+00,0.0448
-5.680e+00,0.0448
-5.664e+00,0.0448
-5.648e+00,0.0472
-5.632e+00,0.0456
-5.616e+00,0.0448
-5.600e+00,0.0456
-5.584e+00,0.048
-5.568e+00,0.0448
-5.552e+00,0.0472
-5.536e+00,0.0424
-5.520e+00,0.044
-5.504e+00,0.0472
-5.488e+00,0.0464
-5.472e+00,0.0448
-5.456e+00,0.0448
-5.440e+00,0.0448
-5.424e+00,0.044
-5.408e+00,0.0448
-5.392e+00,0.0448
-5.376e+00,0.0456
-5.360e+00,0.0432
-5.344e+00,0.0432
-5.328e+00,0.0464
-5.312e+00,0.0448
-5.296e+00,0.0448
-5.280e+00,0.0424
-5.264e+00,0.0448
-5.248e+00,0.0456
-5.232e+00,0.0432
-5.216e+00,0.0424
-5.200e+00,0.044
-5.184e+00,0.0448
-5.168e+00,0.0464
-5.152e+00,0.044
-5.136e+00,0.044
-5.120e+00,0.0432
-5.104e+00,0.0448
-5.088e+00,0.044
-5.072e+00,0.044
-5.056e+00,0.0448
-5.040e+00,0.0456
-5.024e+00,0.0432
-5.008e+00,0.0432
-4.992e+00,0.0456
-4.976e+00,0.0448
-4.960e+00,0.0432
-4.944e+00,0.0464
-4.928e+00,0.0464
-4.912e+00,0.0504
-4.896e+00,0.0464
-4.880e+00,0.0456
-4.864e+00,0.044
-4.848e+00,0.0464
-4.832e+00,0.0496
-4.816e+00,0.0504
-4.800e+00,0.0448
-4.784e+00,0.0432
-4.768e+00,0.0464
-4.752e+00,0.0608
-4.736e+00,0.0576
-4.720e+00,0.056
-4.704e+00,0.0592
-4.688e+00,0.0632
-4.672e+00,0.0592
-4.656e+00,0.056
-4.640e+00,0.0568
-4.624e+00,0.0592
-4.608e+00,0.0592
-4.592e+00,0.0584
-4.576e+00,0.0568
-4.560e+00,0.06
-4.544e+00,0.06
-4.528e+00,0.056
-4.512e+00,0.0568
-4.496e+00,0.0616
-4.480e+00,0.0576
-4.464e+00,0.0576
-4.448e+00,0.0568
-4.432e+00,0.0616
-4.416e+00,0.056
-4.400e+00,0.0568
-4.384e+00,0.0552
-4.368e+00,0.0568
-4.352e+00,0.0568
-4.336e+00,0.056
-4.320e+00,0.0568
-4.304e+00,0.0544
-4.288e+00,0.0576
-4.272e+00,0.0576
-4.256e+00,0.0568
-4.240e+00,0.0552
-4.224e+00,0.056
-4.208e+00,0.056
-4.192e+00,0.0552
-4.176e+00,0.056
-4.160e+00,0.044
-4.144e+00,0.0456
-4.128e+00,0.0456
-4.112e+00,0.0432
-4.096e+00,0.044
-4.080e+00,0.0432
-4.064e+00,0.0432
-4.048e+00,0.0432
-4.032e+00,0.0432
-4.016e+00,0.0448
-4.000e+00,0.0432
-3.984e+00,0.0456
-3.968e+00,0.044
-3.952e+00,0.0448
-3.936e+00,0.0448
-3.920e+00,0.0464
-3.904e+00,0.1248
-3.888e+00,0.124
-3.872e+00,0.1248
-3.856e+00,0.124
-3.840e+00,0.1224
-3.824e+00,0.1248
-3.808e+00,0.124
-3.792e+00,0.12
-3.776e+00,0.1232
-3.760e+00,0.124
-3.744e+00,0.0464
-3.728e+00,0.0448
-3.712e+00,0.0456
-3.696e+00,0.044
-3.680e+00,0.044
-3.664e+00,0.0432
-3.648e+00,0.0432
-3.632e+00,0.0456
-3.616e+00,0.0448
-3.600e+00,0.0448
-3.584e+00,0.044
-3.568e+00,0.0456
-3.552e+00,0.0448
-3.536e+00,0.044
-3.520e+00,0.0464
-3.504e+00,0.044
-3.488e+00,0.0472
-3.472e+00,0.0456
-3.456e+00,0.044
-3.440e+00,0.0464
-3.424e+00,0.0464
-3.408e+00,0.0488
-3.392e+00,0.0528
-3.376e+00,0.0528
-3.360e+00,0.0456
-3.344e+00,0.0456
-3.328e+00,0.0448
-3.312e+00,0.0512
-3.296e+00,0.052
-3.280e+00,0.0488
-3.264e+00,0.0448
-3.248e+00,0.048
-3.232e+00,0.0504
-3.216e+00,0.0512
-3.200e+00,0.0472
-3.184e+00,0.0464
-3.168e+00,0.0488
-3.152e+00,0.0496
-3.136e+00,0.0528
-3.120e+00,0.0504
-3.104e+00,0.048
-3.088e+00,0.0488
-3.072e+00,0.0496
-3.056e+00,0.0504
-3.040e+00,0.0528
-3.024e+00,0.0472
-3.008e+00,0.048
-2.992e+00,0.0496
-2.976e+00,0.0496
-2.960e+00,0.0544
-2.944e+00,0.052
-2.928e+00,0.0504
-2.912e+00,0.0472
-2.896e+00,0.0472
-2.880e+00,0.0464
-2.864e+00,0.0472
-2.848e+00,0.0472
-2.832e+00,0.048
-2.816e+00,0.0496
-2.800e+00,0.0488
-2.784e+00,0.0488
-2.768e+00,0.0496
-2.752e+00,0.0616
-2.736e+00,0.0592
-2.720e+00,0.0584
-2.704e+00,0.06
-2.688e+00,0.048
-2.672e+00,0.048
-2.656e+00,0.0488
-2.640e+00,0.0488
-2.624e+00,0.0472
-2.608e+00,0.0488
-2.592e+00,0.048
-2.576e+00,0.0496
-2.560e+00,0.048
-2.544e+00,0.0464
-2.528e+00,0.0472
-2.512e+00,0.0464
-2.496e+00,0.0488
-2.480e+00,0.048
-2.464e+00,0.0472
-2.448e+00,0.0496
-2.432e+00,0.048
-2.416e+00,0.0632
-2.400e+00,0.0448
-2.384e+00,0.0488
-2.368e+00,0.0488
-2.352e+00,0.048
-2.336e+00,0.048
-2.320e+00,0.0488
-2.304e+00,0.0464
-2.288e+00,0.048
-2.272e+00,0.0472
-2.256e+00,0.0496
-2.240e+00,0.0488
-2.224e+00,0.0472
-2.208e+00,0.0464
-2.192e+00,0.0488
-2.176e+00,0.0488
-2.160e+00,0.0472
-2.144e+00,0.0464
-2.128e+00,0.048
-2.112e+00,0.0472
-2.096e+00,0.0472
-2.080e+00,0.048
-2.064e+00,0.0488
-2.048e+00,0.0504
-2.032e+00,0.048
-2.016e+00,0.0472
-2.000e+00,0.0456
-1.984e+00,0.0456
-1.968e+00,0.0488
-1.952e+00,0.048
-1.936e+00,0.0512
-1.920e+00,0.0464
-1.904e+00,0.0472
-1.888e+00,0.0488
-1.872e+00,0.0504
-1.856e+00,0.056
-1.840e+00,0.0512
-1.824e+00,0.048
-1.808e+00,0.048
-1.792e+00,0.0472
-1.776e+00,0.0544
-1.760e+00,0.0512
-1.744e+00,0.0504
-1.728e+00,0.0464
-1.712e+00,0.0584
-1.696e+00,0.064
-1.680e+00,0.0632
-1.664e+00,0.0592
-1.648e+00,0.0584
-1.632e+00,0.0648
-1.616e+00,0.0624
-1.600e+00,0.0584
-1.584e+00,0.0584
-1.568e+00,0.0616
-1.552e+00,0.064
-1.536e+00,0.0648
-1.520e+00,0.0576
-1.504e+00,0.0616
-1.488e+00,0.0648
-1.472e+00,0.0584
-1.456e+00,0.0592
-1.440e+00,0.0608
-1.424e+00,0.0616
-1.408e+00,0.0576
-1.392e+00,0.0592
-1.376e+00,0.06
-1.360e+00,0.06
-1.344e+00,0.0584
-1.328e+00,0.0576
-1.312e+00,0.0576
-1.296e+00,0.0608
-1.280e+00,0.0568
-1.264e+00,0.0552
-1.248e+00,0.0568
-1.232e+00,0.0584
-1.216e+00,0.0568
-1.200e+00,0.0576
-1.184e+00,0.0584
-1.168e+00,0.0584
-1.152e+00,0.06
-1.136e+00,0.0672
-1.120e+00,0.0464
-1.104e+00,0.0448
-1.088e+00,0.0472
-1.072e+00,0.0472
-1.056e+00,0.048
-1.040e+00,0.0456
-1.024e+00,0.0464
-1.008e+00,0.0464
-9.920e-01,0.048
-9.760e-01,0.0472
-9.600e-01,0.044
-9.440e-01,0.0488
-9.280e-01,0.048
-9.120e-01,0.0648
-8.960e-01,0.1248
-8.800e-01,0.1256
-8.640e-01,0.1208
-8.480e-01,0.1224
-8.320e-01,0.124
-8.160e-01,0.1256
-8.000e-01,0.1248
-7.840e-01,0.1248
-7.680e-01,0.1248
-7.520e-01,0.1264
-7.360e-01,0.132
-7.200e-01,0.1224
-7.040e-01,0.0456
-6.880e-01,0.0456
-6.720e-01,0.0472
-6.560e-01,0.0472
-6.400e-01,0.0456
-6.240e-01,0.0456
-6.080e-01,0.0456
-5.920e-01,0.0464
-5.760e-01,0.0464
-5.600e-01,0.0472
-5.440e-01,0.0464
-5.280e-01,0.0448
-5.120e-01,0.0456
-4.960e-01,0.0448
-4.800e-01,0.0472
-4.640e-01,0.0456
-4.480e-01,0.0464
-4.320e-01,0.0448
-4.160e-01,0.0488
-4.000e-01,0.048
-3.840e-01,0.052
-3.680e-01,0.052
-3.520e-01,0.0456
-3.360e-01,0.056
-3.200e-01,0.048
-3.040e-01,0.0488
-2.880e-01,0.0512
-2.720e-01,0.052
-2.560e-01,0.0504
-2.400e-01,0.0448
-2.240e-01,0.0472
-2.080e-01,0.0504
-1.920e-01,0.0504
-1.760e-01,0.0448
-1.600e-01,0.0456
-1.440e-01,0.048
-1.280e-01,0.0512
-1.120e-01,0.052
-9.600e-02,0.048
-8.000e-02,0.0464
-6.400e-02,0.0448
-4.800e-02,0.0472
-3.200e-02,0.0496
-1.600e-02,0.0488
1.410e-14,0.0472
1.600e-02,0.0448
3.200e-02,0.0456
4.800e-02,0.0512
6.400e-02,0.0608
8.000e-02,0.0464
9.600e-02,0.044
1.120e-01,0.044
1.280e-01,0.0456
1.440e-01,0.0456
1.600e-01,0.044
1.760e-01,0.0456
1.920e-01,0.0448
2.080e-01,0.0448
2.240e-01,0.0472
2.400e-01,0.0448
2.560e-01,0.0448
2.720e-01,0.0544
2.880e-01,0.0552
3.040e-01,0.0568
3.200e-01,0.0544
3.360e-01,0.0552
3.520e-01,0.044
3.680e-01,0.044
3.840e-01,0.0456
4.000e-01,0.0448
4.160e-01,0.0424
4.320e-01,0.0448
4.480e-01,0.0448
4.640e-01,0.0536
4.800e-01,0.0424
4.960e-01,0.0448
5.120e-01,0.044
5.280e-01,0.0472
5.440e-01,0.0464
5.600e-01,0.0448
5.760e-01,0.044
5.920e-01,0.0608
6.080e-01,0.0448
6.240e-01,0.0456
6.400e-01,0.0464
6.560e-01,0.0448
6.720e-01,0.0456
6.880e-01,0.0448
7.040e-01,0.0448
7.200e-01,0.044
7.360e-01,0.0432
7.520e-01,0.0456
7.680e-01,0.0448
7.840e-01,0.0472
8.000e-01,0.0424
8.160e-01,0.0432
8.320e-01,0.044
8.480e-01,0.044
8.640e-01,0.0512
8.800e-01,0.0448
8.960e-01,0.044
9.120e-01,0.048
9.280e-01,0.0432
9.440e-01,0.0448
9.600e-01,0.044
9.760e-01,0.044
9.920e-01,0.0432
1.008e+00,0.0448
1.024e+00,0.0448
1.040e+00,0.044
1.056e+00,0.0456
1.072e+00,0.0472
1.088e+00,0.0416
1.104e+00,0.0464
1.120e+00,0.0456
1.136e+00,0.0448
1.152e+00,0.048
1.168e+00,0.0504
1.184e+00,0.0488
1.200e+00,0.0464
1.216e+00,0.044
1.232e+00,0.0464
1.248e+00,0.0488
1.264e+00,0.0568
1.280e+00,0.048
1.296e+00,0.0448
1.312e+00,0.0576
1.328e+00,0.0616
1.344e+00,0.0616
1.360e+00,0.0568
1.376e+00,0.0552
1.392e+00,0.0584
1.408e+00,0.06
